created_at,content,interactions,source,sentiment,probas
"Apr 3, 2024 @ 08:19:00.000","Estas son las actividades que los candidatos a la Jefatura de Gobierno, @ClaraBrugadaM, @STaboadaMx y Salomón @Chertorivski tienen programadas para hoy.  

No te pierdas nuestras cobertura especial rumbo a las #Elecciones2024.   

📌 https://t.co/d6ChZKWKH6 https://t.co/BRh6zXWF5Y",2,https://twitter.com/LaListanews/status/1775528430760538537,NEU,"{'NEG': 0.1073048785328865, 'NEU': 0.6510184407234192, 'POS': 0.24167676270008087}"
"Apr 3, 2024 @ 07:56:50.000",@NanoDante6 @Cons_guajarda @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Cuál es la emergencia? Ganar likes?,2,https://twitter.com/Pr0gr4m4d0r_MEX/status/1775522852982116513,NEU,"{'NEG': 0.3872092664241791, 'NEU': 0.5857970714569092, 'POS': 0.026993680745363235}"
"Apr 3, 2024 @ 07:29:48.000",@SacmexCDMX @DennycheGamon @SOBSECDMX @SGIRPC_CDMX @SEDEMA_CDMX @ColDelValleBJ @En_laDelValle @NarvarteVecinos @ddmexico_bj @BJAlcaldia @STaboadaMx @adn40 @azucenau @El_Universal_Mx @AztecaNoticias Un fuerte olor desagradable en el agua en la delegación Benito Juárez col Del Valle,2,https://twitter.com/Miss_Annia/status/1775516050408296485,NEG,"{'NEG': 0.932195246219635, 'NEU': 0.05774383991956711, 'POS': 0.01006091758608818}"
"Apr 3, 2024 @ 07:29:48.000",@SacmexCDMX @DennycheGamon @SOBSECDMX @SGIRPC_CDMX @SEDEMA_CDMX @ColDelValleBJ @En_laDelValle @NarvarteVecinos @ddmexico_bj @BJAlcaldia @STaboadaMx @adn40 @azucenau @El_Universal_Mx @AztecaNoticias Un fuerte olor desagradable en el agua en la delegación Benito Juárez col Del Valle,2,https://twitter.com/Miss_Annia/status/1775516050408296485,NEG,"{'NEG': 0.932195246219635, 'NEU': 0.05774383991956711, 'POS': 0.01006091758608818}"
"Apr 3, 2024 @ 04:11:07.000",@MargaretSaldana @enrique83540738 Sra. Saldaña... Yo vivo en Azcapotzalco y la verdad ¡Su Gestión NO ha sido muy exitosa! ( Yo hubiese esperado otra candidata por el Frente. ) Espero está segunda vez que gane ( Gracias a Taboada y Xóchitl.) No nos quede a deber.,2,https://twitter.com/espectacularq/status/1775466051020451879,NEG,"{'NEG': 0.9540966153144836, 'NEU': 0.039058759808540344, 'POS': 0.006844739895313978}"
"Apr 4, 2024 @ 01:34:16.000","@BicireporteraDF Changos. Votar por Taboada. Quieres vivir como en Iztapalapa o como en BJ? El argumento del cartel inmobiliario equis, yo vivo en Iztacalco donde gobierna morena y tmb nos mega llenaron de depas nuevos y ahora estamos sin agua siempre pero como es barrio no sale en la TV",1,https://twitter.com/LesSilvane/status/1775788967180562721,NEG,"{'NEG': 0.9502239227294922, 'NEU': 0.04299850016832352, 'POS': 0.006777589675039053}"
"Apr 4, 2024 @ 01:34:16.000","@BicireporteraDF Changos. Votar por Taboada. Quieres vivir como en Iztapalapa o como en BJ? El argumento del cartel inmobiliario equis, yo vivo en Iztacalco donde gobierna morena y tmb nos mega llenaron de depas nuevos y ahora estamos sin agua siempre pero como es barrio no sale en la TV",1,https://twitter.com/LesSilvane/status/1775788967180562721,NEG,"{'NEG': 0.9502239227294922, 'NEU': 0.04299850016832352, 'POS': 0.006777589675039053}"
"Apr 4, 2024 @ 01:29:26.000",@AlejameGut Ya ganó también la Cuauhtémoc verdad ? Ya solo esperar al 2 de junio para que el anciano nos entregue la banda y que @STaboadaMx reciba la CDMX,1,https://twitter.com/spacecowboy6660/status/1775787750836293939,NEG,"{'NEG': 0.6407929062843323, 'NEU': 0.26768290996551514, 'POS': 0.0915241539478302}"
"Apr 4, 2024 @ 00:57:16.000","@BicireporteraDF Pues checa dónde preferirías vivir, en Iztapalapa de Clara o en la alcaldía de Taboada, hay que ser prácticos en estas elecciones, nada mas",1,https://twitter.com/bee529ckzp6/status/1775779654508433765,NEU,"{'NEG': 0.40839657187461853, 'NEU': 0.5223740935325623, 'POS': 0.0692293643951416}"
"Apr 3, 2024 @ 23:55:50.000",@STaboadaMx Cerdos PRIAN. https://t.co/IW4ahfYWEt,1,https://twitter.com/SergioDionici13/status/1775764191544287522,NEG,"{'NEG': 0.8954789638519287, 'NEU': 0.07093943655490875, 'POS': 0.033581580966711044}"
"Apr 3, 2024 @ 23:45:00.000",@Armando_ZunigaS @Coparmex_CDMX @ClaraBrugadaM @Chertorivski @STaboadaMx Estará el #SacoDePus ? Jajajajajaja,1,https://twitter.com/JiniestaJ/status/1775761468606071031,NEU,"{'NEG': 0.271190881729126, 'NEU': 0.6631099581718445, 'POS': 0.06569918245077133}"
"Apr 3, 2024 @ 22:30:49.000","@DanyAlvarezca @JPsagalvez @_JRLB_ @ElBaronNews_ @AtypicalTeve @JTrianaT @ferbelaunzaran @luisag_urena @AAtaydeR @PAN_CDMX @SocCivilMx @TlalpanVecinos @STaboadaMx Perdón, yo no quiero disculpas del clan.
Quiero que regresen el dinero y se vayan a la carcel",1,https://twitter.com/BaezJacek/status/1775742797930225735,NEG,"{'NEG': 0.696434736251831, 'NEU': 0.267656534910202, 'POS': 0.03590871021151543}"
"Apr 3, 2024 @ 22:08:49.000","@lumendoz @rubysoriano @martibatres @PAN_CDMX Muy bien, también los familiares de Batres viven en la Benito Juárez, confirmando el buen desempeño del jefe Taboada
👏👏👏👏😂😎",1,https://twitter.com/pattriciamt/status/1775737263927738572,POS,"{'NEG': 0.06666260212659836, 'NEU': 0.4289282560348511, 'POS': 0.50440913438797}"
"Apr 3, 2024 @ 21:45:15.000","@evelyn_parraA Cuáles son tus propuestas? Me gustaría escucharlas porque la campaña anterior prometiste seguridad y creció el CO, las extorsiones y asaltos, llenaste las calles de ambulantes haciendo jugoso negocio con @julioc_moreno no vecina #ElCambioViene @STaboadaMx @XochitlGalvez https://t.co/HY16vYLs9B",1,https://twitter.com/chucho_camarena/status/1775731329327411282,NEG,"{'NEG': 0.8178932070732117, 'NEU': 0.15277209877967834, 'POS': 0.029334675520658493}"
"Apr 3, 2024 @ 21:32:10.000","@esanchezXXXI @KarenQuirogaAn @STaboadaMx @XochitlGalvez Es decir nada innovador o que no se trabajara ya en Comisión y suena más a rollos que propuestas claras para alguien que aspira a un curul. 
Si tanto le preocupan el daño animal ¿Porque Diputados de del PRI nunca se pronunciaron firmemente contra las corridas de toros?",1,https://twitter.com/leonora_luna/status/1775728036597370887,NEG,"{'NEG': 0.9720942974090576, 'NEU': 0.024081578478217125, 'POS': 0.00382407009601593}"
"Apr 3, 2024 @ 17:59:37.000","@STaboadaMx y @ClaraBrugadaM ya dejaron muy claro que para ellos es más importante el automovilista que el peatón y el ciclista. 
Pensaba votar por @STaboadaMx , con esto definitivamente no lo haré. 
Ambos son un asco 🤮",1,https://twitter.com/emmanuel_avia/status/1775674547569631311,NEG,"{'NEG': 0.958541750907898, 'NEU': 0.037724580615758896, 'POS': 0.003733731107786298}"
"Apr 3, 2024 @ 17:14:55.000",@Chertorivski @ClaraBrugadaM Y también a @STaboadaMx,1,https://twitter.com/ChelseaDiamonds/status/1775663299788705940,NEU,"{'NEG': 0.13795609772205353, 'NEU': 0.7115534543991089, 'POS': 0.15049046277999878}"
"Apr 3, 2024 @ 17:12:05.000","@soyloshe_ @SacmexCDMX @STaboadaMx @martibatres @BJAlcaldia @En_laDelValle También en mi casa el agua huele a gasolina! 😨¿Y la @SacMexCDMX que dice? Nada, vaya sorpresa.  😤",1,https://twitter.com/humbertrios/status/1775662585196454085,NEG,"{'NEG': 0.8971800208091736, 'NEU': 0.09552082419395447, 'POS': 0.007299170363694429}"
"Apr 3, 2024 @ 17:11:57.000","@soyloshe_ @SacmexCDMX @STaboadaMx @martibatres @BJAlcaldia @En_laDelValle No es posible que esté pasando esto @STaboadaMx
@martibatres, ¿qué onda con el agua? ¡Solucionen!",1,https://twitter.com/Ubaldosand/status/1775662553911247355,NEG,"{'NEG': 0.944896399974823, 'NEU': 0.047574158757925034, 'POS': 0.007529455702751875}"
"Apr 3, 2024 @ 17:10:22.000","Mi querido @STaboadaMx una sugerencia, NO contrates a los asesores chafas , mejor contrata buenos abogados que vas a necesitar cuando terminen las campañas por qué la @FiscaliaCDMX va ir por ti por ser uno de los líderes del #CartelinmobiliarioDeIPAN @AccionNacional 
#RedAMLO",1,https://twitter.com/elchairomen/status/1775662153392910723,NEG,"{'NEG': 0.8027044534683228, 'NEU': 0.1415194720029831, 'POS': 0.055776070803403854}"
"Apr 3, 2024 @ 17:04:37.000","@soyloshe_ @SacmexCDMX @STaboadaMx @martibatres @BJAlcaldia @En_laDelValle Horrible lo que está pasando, como dices, el agua huele horrible a gasolina y eso puede perjudicarnos muchísimo, espero pronto los que brillan por su ausencia, @martibatres y @STaboadaMx, hagan algo.",1,https://twitter.com/DaniCosio4/status/1775660709550162131,NEG,"{'NEG': 0.9736469388008118, 'NEU': 0.021483078598976135, 'POS': 0.004869980271905661}"
"Apr 3, 2024 @ 16:59:13.000","@SacmexCDMX @BJAlcaldia Necesitamos que den una solución @martibatres, @STaboadaMx, no es posible que digan que son los tinacos los que están mal, el olor a combustible viene del agua.",1,https://twitter.com/carmenarenaspl1/status/1775659347462545810,NEG,"{'NEG': 0.9440217018127441, 'NEU': 0.049331504851579666, 'POS': 0.00664684409275651}"
"Apr 3, 2024 @ 16:55:36.000","@zorrocdmx1963 @ContciudaDBJ @MxGuerr @LuisMendozaBJ @FDoringCasar @SacmexCDMX @martibatres @AccionNacional @STaboadaMx @BJAlcaldia @Claudiashein @GobCDMX @JorgeRoHe Cuenta la historia, por favor, que la desconocía.",1,https://twitter.com/Istarri1/status/1775658437726052635,NEU,"{'NEG': 0.23058122396469116, 'NEU': 0.6228095293045044, 'POS': 0.14660915732383728}"
"Apr 3, 2024 @ 16:50:57.000","@UzielMedinaM @STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/z5Xx5uzZG9",1,https://twitter.com/ESMEBOMBON/status/1775657269918572613,NEG,"{'NEG': 0.885151207447052, 'NEU': 0.10288034379482269, 'POS': 0.011968524195253849}"
"Apr 3, 2024 @ 16:48:04.000","Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue una obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/m7WoZV1xAf",1,https://twitter.com/ESMEBOMBON/status/1775656543125471292,NEG,"{'NEG': 0.893850564956665, 'NEU': 0.09473054856061935, 'POS': 0.011418879963457584}"
"Apr 3, 2024 @ 16:21:03.000","@la_grenitas @STaboadaMx @ClaraBrugadaM Primero que lo desinfecte, que asco!! A que ha de oler con el porro batres allí y antes la kalka... 🤢🤢",1,https://twitter.com/JRober37436373/status/1775649744871883043,NEG,"{'NEG': 0.9360427260398865, 'NEU': 0.05785896256566048, 'POS': 0.006098336074501276}"
"Apr 3, 2024 @ 16:19:58.000",@PsicCZDG @AlexBaks82 @STaboadaMx @ClaraBrugadaM Establo de México,1,https://twitter.com/InsNacOtrosDato/status/1775649469368873367,NEU,"{'NEG': 0.2737578749656677, 'NEU': 0.5599662661552429, 'POS': 0.16627588868141174}"
"Apr 3, 2024 @ 16:18:35.000","Cravioto mostrando cómo va subiendo @STaboadaMx en las encuestas y @ClaraBrugadaM se estanca... ¡No la ayudes, compadre! https://t.co/DnD4ff9cT9",1,https://twitter.com/omarogd/status/1775649120788578605,NEG,"{'NEG': 0.9573023915290833, 'NEU': 0.03817008063197136, 'POS': 0.004527542740106583}"
"Apr 3, 2024 @ 16:16:17.000",@InsNacOtrosDato @AlexBaks82 @STaboadaMx @ClaraBrugadaM Dónde es Mordor? CDMX?,1,https://twitter.com/PsicCZDG/status/1775648543338037683,NEU,"{'NEG': 0.2366131693124771, 'NEU': 0.7103579044342041, 'POS': 0.0530288890004158}"
"Apr 3, 2024 @ 16:01:09.000","Un placer recibirte, @juarezveromex. Confío en que con @XochitlGalvez en la presidencia, @STaboadaMx en la CDMX tu servidora desde la alcaldía, @cynthialopezc1 y tú desde el senado podamos reconstruir nuestro país y nuestra ciudad para que lo mucho que hemos avanzado en…",1,https://twitter.com/MargaretSaldana/status/1775644735337611502,POS,"{'NEG': 0.0071480232290923595, 'NEU': 0.04836480692028999, 'POS': 0.9444871544837952}"
"Apr 3, 2024 @ 15:45:57.000","@MxGuerr @FiscaliaCDMX @ErnestinaGodoy_ @UlisesLaraLopez @STaboadaMx @GobCDMX @ClaraBrugadaM Para que veas lo profundo de la corrupción.

Ya no se sabe quién es peor pero la jerarquía indica que es La Gurrumina @Claudiashein en contubernio con su lacayo @martibatres",1,https://twitter.com/ContciudaDBJ/status/1775640909138325572,NEG,"{'NEG': 0.6142340898513794, 'NEU': 0.35532134771347046, 'POS': 0.03044452704489231}"
"Apr 3, 2024 @ 15:26:08.000",@MigeGs58 @Ontiveroscanont @catrina_nortena @ClaraBrugadaM @STaboadaMx @CiroGomezL 😂😂😂😂😂😂😂 entre truhánes te veas,1,https://twitter.com/2012DFM/status/1775635923469771205,NEU,"{'NEG': 0.21852342784404755, 'NEU': 0.6925166845321655, 'POS': 0.08895980566740036}"
"Apr 3, 2024 @ 15:23:58.000",@OscarARosales1 @bobrebel @julioastillero @STaboadaMx @XochitlGalvez Que pruebas tienes para afirmar una u otra cosa? Tienes pruebas de que los hijos de uno trabajan y los del otro no? De cuanto son sus patrimonios?,1,https://twitter.com/SuperTemoc/status/1775635376658587961,NEU,"{'NEG': 0.45859915018081665, 'NEU': 0.5160170793533325, 'POS': 0.025383835658431053}"
"Apr 3, 2024 @ 14:14:44.000","@BicireporteraDF En la oficina hicimos debate, hay gente de Iztapalapa y hay gente de la Benito….. por mucho le ganó Taboada a Brugada.",1,https://twitter.com/Dhal_Cov/status/1775617953825800431,POS,"{'NEG': 0.06207877770066261, 'NEU': 0.42196452617645264, 'POS': 0.5159566402435303}"
"Apr 3, 2024 @ 13:53:25.000","Según la mitómana de @XochitlGalvez  su hijo no bebé
Ni como ayudarte
Cochilt
@STaboadaMx @mauriciotabe 
@MarkoCortes  @Mzavalagc 
Esto representan basuras de prianato https://t.co/dPtHjgXukb",1,https://twitter.com/FatimaFatimavi5/status/1775612590489522615,NEG,"{'NEG': 0.9663487672805786, 'NEU': 0.025195278227329254, 'POS': 0.008455928415060043}"
"Apr 3, 2024 @ 13:41:18.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM 6 VOTOS CONTA LOS #CuatroterosDeLaMuerte 😎
o sea, mi familia 🥰",1,https://twitter.com/Catalin51366805/status/1775609542606192813,NEU,"{'NEG': 0.09075476229190826, 'NEU': 0.8081789612770081, 'POS': 0.10106631368398666}"
"Apr 3, 2024 @ 13:20:39.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM ay pobre pendejete ingenuo el Caqueiro.... ""masive caller""",1,https://twitter.com/minegrarubia/status/1775604345113104496,NEG,"{'NEG': 0.9179881811141968, 'NEU': 0.06614042073488235, 'POS': 0.015871452167630196}"
"Apr 3, 2024 @ 13:13:31.000","@Franciscopont @AlexBaks82 @STaboadaMx @ClaraBrugadaM Déjalos que se crean su cuento de hadas.

Este wey no sabe ni madres de encuestas. Tardó 10 años en terminar una carrera de una escuela patito y ni siquiera ejerce.

Cree que las elecciones se ganan inflando sondeos twitteros. ¿Qué sería del mundo sin su comedia involuntaria? 😂 https://t.co/3rNhIRklqw",1,https://twitter.com/_JLVillanew/status/1775602548483002869,NEG,"{'NEG': 0.9123336672782898, 'NEU': 0.07921922206878662, 'POS': 0.008447106927633286}"
"Apr 3, 2024 @ 13:11:23.000","INVESTIGAREMOS y como lo dijimos… esperaremos que no sea el HIJO DE LA CANDIDATA

Aunque, todo apunta que si… @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
  @MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco",1,https://twitter.com/JOSEESTRADA2012/status/1775602011737633203,NEU,"{'NEG': 0.18333843350410461, 'NEU': 0.72967129945755, 'POS': 0.08699022233486176}"
"Apr 3, 2024 @ 13:11:23.000","INVESTIGAREMOS y como lo dijimos… esperaremos que no sea el HIJO DE LA CANDIDATA

Aunque, todo apunta que si… @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
  @MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco",1,https://twitter.com/JOSEESTRADA2012/status/1775602011737633203,NEU,"{'NEG': 0.18333843350410461, 'NEU': 0.72967129945755, 'POS': 0.08699022233486176}"
"Apr 3, 2024 @ 13:08:05.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Sí, sí, sí, sí…. https://t.co/AdBGSNWTV4",1,https://twitter.com/SargentoApolo/status/1775601182515310796,NEU,"{'NEG': 0.13310688734054565, 'NEU': 0.46306997537612915, 'POS': 0.4038231074810028}"
"Apr 3, 2024 @ 12:56:56.000",@STaboadaMx @GamoMonte Tú les cobras derecho de piso a los comerciantes y los obligas a tener si credencial de Elector con domicilio de Benito Juárez por eso tú y tu club de Tobi han ganado los últimos 23 años en BJ,1,https://twitter.com/LaPekas/status/1775598377188630582,NEG,"{'NEG': 0.796707034111023, 'NEU': 0.17123766243457794, 'POS': 0.0320553295314312}"
"Apr 3, 2024 @ 12:44:33.000","#VamosConElPlanC Hoy quien presume ser “el primer alcalde de Benito Juárez” #ElCartelDeSantiago y quien busca ser Jefe de Gobierno por la alianza del PRI, PAN y PRD, Santiago Taboada, tiene un negro historial que lo implica en este “cártel inmobiliario”. https://t.co/KdqlOEkcJr",1,https://twitter.com/Damon196969/status/1775595259562754462,NEG,"{'NEG': 0.8375925421714783, 'NEU': 0.1438681036233902, 'POS': 0.01853935234248638}"
"Apr 3, 2024 @ 12:36:28.000","@mareoflores ¿Se acuerdan de su ""voto de castigo"" que los llevó la ultraderecha con mentiras? les refresco la memoria de la insoportable, Sandra Cuevas, el papá del panista Mauricio Tabe, quien intento degollar a un joven ¿y todavía ponerte del lado de Taboada por su cartel inmobiliario?",1,https://twitter.com/THebalderrama/status/1775593227023732797,NEG,"{'NEG': 0.9695722460746765, 'NEU': 0.025257129222154617, 'POS': 0.005170671734958887}"
"Apr 3, 2024 @ 12:31:05.000",@Mesthern @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Ese el problema si vives en Claveria o la nueva solo atienden esas zonas que feo no ? y que desigualdad,1,https://twitter.com/OIncluido/status/1775591868513894824,NEG,"{'NEG': 0.9528090357780457, 'NEU': 0.043183986097574234, 'POS': 0.004006985109299421}"
"Apr 3, 2024 @ 12:31:05.000",@Mesthern @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Ese el problema si vives en Claveria o la nueva solo atienden esas zonas que feo no ? y que desigualdad,1,https://twitter.com/OIncluido/status/1775591868513894824,NEG,"{'NEG': 0.9528090357780457, 'NEU': 0.043183986097574234, 'POS': 0.004006985109299421}"
"Apr 3, 2024 @ 12:13:54.000","@NancyNunezmx @MorenaCiudadMex @diariobasta @TodosSomosAzcap @XochitlGalvez @STaboadaMx @MargaretSaldana @PartidoMorenaMx @ClaraBrugadaM @edelamadrid @kenialopezr
Nuestros Candidatos, no van solos, vamos Todos https://t.co/d8r2i9MgCK",1,https://twitter.com/EvaSand97293971/status/1775587547495686190,NEU,"{'NEG': 0.09613727033138275, 'NEU': 0.4842437207698822, 'POS': 0.41961902379989624}"
"Apr 3, 2024 @ 12:07:05.000","@NancyNunezmx @MorenaCiudadMex @diariobasta @TodosSomosAzcap

Los mejores son @XochitlGalvez @STaboadaMx @MargaretSaldana  todo lo que conforme
🤞 Y ❤️ X 🇲🇽
No se puede hacer propuestas de Campaña con lo que en seis años no tenemos
SALUD EDUCACIÓN  Y SEGURIDAD
Y ofrecer lo que antes se quitó https://t.co/07SVzzBDcJ",1,https://twitter.com/EvaSand97293971/status/1775585830687379786,NEG,"{'NEG': 0.8652610182762146, 'NEU': 0.12196791172027588, 'POS': 0.012771031819283962}"
"Apr 3, 2024 @ 11:41:00.000",@MarkAndTonic @BJAlcaldia @STaboadaMx @conagua_mx @JL_Luege @martibatres ponte a atender el problema del agua en Benito Juárez huevón. No que SACMEX es una chingoneria?,1,https://twitter.com/C0C0Rens0li/status/1775579268040335594,NEG,"{'NEG': 0.9460591673851013, 'NEU': 0.03948584944009781, 'POS': 0.01445497665554285}"
"Apr 3, 2024 @ 11:05:53.000","¿Es realmente necesario que en un mismo espacio pongan más de 20 propagandas y aparte, mal puestas?

@AzcapotzalcoMx @STaboadaMx @ClaraBrugadaM @NancyNunezmx @TodosSomosAzcap https://t.co/I2zRkIlWc6",1,https://twitter.com/shoshito29/status/1775570429941313821,NEG,"{'NEG': 0.9538202881813049, 'NEU': 0.041444458067417145, 'POS': 0.004735215101391077}"
"Apr 3, 2024 @ 10:45:41.000",@Chertorivski Por eso votaremos por @STaboadaMx . Usted está del lado de Morena,1,https://twitter.com/aantunezsin/status/1775565344838488555,NEU,"{'NEG': 0.250505268573761, 'NEU': 0.48182213306427, 'POS': 0.2676725685596466}"
"Apr 3, 2024 @ 10:38:47.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Ah y tambien te explico: el principio basico de que te sigan, es que el que te siga vaya ATRAS de ti, no ADELANTE.

Burro",1,https://twitter.com/azepeda/status/1775563607247352000,NEU,"{'NEG': 0.1816113442182541, 'NEU': 0.733320415019989, 'POS': 0.08506819605827332}"
"Apr 3, 2024 @ 10:38:17.000","@greenpeacemx @STaboadaMx @ClaraBrugadaM @Chertorivski Les pedimos envíen esa carta a todos los candidatos a cualquier puesto de elección popular en este momento, a todos los partidos políticos a través de sus dirigencias federal, estatal y local. Si comparten esa carta genérica en redes, podemos enviarla y reenviarla a todxs. 🙏",1,https://twitter.com/guanxi27/status/1775563484094193879,NEU,"{'NEG': 0.06434579938650131, 'NEU': 0.7916189432144165, 'POS': 0.1440352201461792}"
"Apr 3, 2024 @ 10:28:54.000",@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Rebasamos y deja de estar de ridículo,1,https://twitter.com/CLINICA_SID/status/1775561121618972882,NEG,"{'NEG': 0.7477248311042786, 'NEU': 0.2170732021331787, 'POS': 0.035201989114284515}"
"Apr 3, 2024 @ 10:27:03.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Así estaba en la administración pasada… incluso aumentó 70% el robo a casa habitación con Vidal Llerenas, la verdad cada quien habla como le va en la feria, y de los 100 SUACS no atendidos con Llerenas, esta administración arregló la mitad de ellos en 3 meses. https://t.co/obW8iiOtYA",1,https://twitter.com/Mesthern/status/1775560658072821872,NEG,"{'NEG': 0.8161399364471436, 'NEU': 0.16820834577083588, 'POS': 0.01565166749060154}"
"Apr 3, 2024 @ 10:27:03.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Así estaba en la administración pasada… incluso aumentó 70% el robo a casa habitación con Vidal Llerenas, la verdad cada quien habla como le va en la feria, y de los 100 SUACS no atendidos con Llerenas, esta administración arregló la mitad de ellos en 3 meses. https://t.co/obW8iiOtYA",1,https://twitter.com/Mesthern/status/1775560658072821872,NEG,"{'NEG': 0.8161399364471436, 'NEU': 0.16820834577083588, 'POS': 0.01565166749060154}"
"Apr 3, 2024 @ 10:23:43.000","LO SEGUIMOS REPITIENDO:

Si los PANISTAS no se equivocan, GANARÁN muchos espacios @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
@MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco @RaymundoBolaos3  @maku",1,https://twitter.com/JOSEESTRADA2012/status/1775559818943590594,NEU,"{'NEG': 0.2182367891073227, 'NEU': 0.5232224464416504, 'POS': 0.25854068994522095}"
"Apr 3, 2024 @ 10:23:43.000","LO SEGUIMOS REPITIENDO:

Si los PANISTAS no se equivocan, GANARÁN muchos espacios @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
@MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco @RaymundoBolaos3  @maku",1,https://twitter.com/JOSEESTRADA2012/status/1775559818943590594,NEU,"{'NEG': 0.2182367891073227, 'NEU': 0.5232224464416504, 'POS': 0.25854068994522095}"
"Apr 3, 2024 @ 10:23:42.000",@LuzAlbarrn1 @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Están Taboada y su equipo,1,https://twitter.com/leoncsm/status/1775559815542026713,NEU,"{'NEG': 0.38218560814857483, 'NEU': 0.5558537244796753, 'POS': 0.06196070462465286}"
"Apr 3, 2024 @ 10:08:00.000","@Cons_guajarda @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX En este caso es válido, lo están tratando de amedrentar, y así queda documentado.",1,https://twitter.com/Pasquev/status/1775555861911318657,NEG,"{'NEG': 0.509529173374176, 'NEU': 0.44692009687423706, 'POS': 0.04355078190565109}"
"Apr 3, 2024 @ 10:08:00.000","@Cons_guajarda @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX En este caso es válido, lo están tratando de amedrentar, y así queda documentado.",1,https://twitter.com/Pasquev/status/1775555861911318657,NEG,"{'NEG': 0.509529173374176, 'NEU': 0.44692009687423706, 'POS': 0.04355078190565109}"
"Apr 3, 2024 @ 10:07:27.000",@Ordonez_Mx @AAtaydeR @PAN_CDMX @STaboadaMx @acostanaranjo @EmilioAlvarezI @PRD_CDMX La segunda es la buena,1,https://twitter.com/julioo_mena/status/1775555724413673768,NEU,"{'NEG': 0.050214484333992004, 'NEU': 0.5691542029380798, 'POS': 0.38063129782676697}"
"Apr 3, 2024 @ 10:01:22.000","Fuera Titina!!!! Vamos con #Xochitl y #Taboada. Teacher, porfa no diga que este personaje va a ganar!!!🙈",1,https://www.instagram.com/p/C5TNIDhhnU9/,NEG,"{'NEG': 0.8067389726638794, 'NEU': 0.17690509557724, 'POS': 0.016355926170945168}"
"Apr 3, 2024 @ 09:59:18.000",@STaboadaMx @AlcaldiaMHmx @mauriciotabe La campaña del nepotismo #SantiagoTajada,1,https://twitter.com/IreneEspin73760/status/1775553672950521978,NEG,"{'NEG': 0.5609781742095947, 'NEU': 0.39622730016708374, 'POS': 0.042794570326805115}"
"Apr 3, 2024 @ 09:46:53.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Pinche delirio de persecución 😌

#NarcoPresidenteAMLO30 #NarcoCandidataClaudia30",1,https://twitter.com/kefren72/status/1775550548181188643,NEG,"{'NEG': 0.6676153540611267, 'NEU': 0.30310165882110596, 'POS': 0.029283052310347557}"
